,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
415,2013,823,700000.0,,5600000.0,ERS,,,"Project includes a grocery Store, aggregation & distribution Center, and Processing Center.",RETAIL,,,,,1500 Lafayette Ave,,St. Louis,MO,63104.0,,29510123200.0,"1500 Lafayette Ave,St. Louis,MO,63104","1500, Lafayette Avenue, Peabody-Darst-Webbe, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.613200327621, -90.20853820658395, 0.0)",38.613200327621,-90.20853820658395,0.0
416,2013,1985,4720.0,FORPROFIT,4720.0,OTHER,usda 2012,,healthy and whole foods manufacturer distributor,NONRETAIL,,,,,1820 Industrial Circle,,Longmont,CO,80501.0,,,"1820 Industrial Circle,Longmont,CO,80501","1820, Industrial Circle, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.148045651641375, -105.12326882720564, 0.0)",40.148045651641375,-105.12326882720564,0.0
418,2013,1985,30845.0,FORPROFIT,30845.0,OTHER,usda 2012,,whole foods local foods distribution,NONRETAIL,,,,,8835 West 116th Circle,,Broomfield,CO,80021.0,,,"8835 West 116th Circle,Broomfield,CO,80021","West 116th Circle, Broomfield, City and County of Broomfield, Colorado, 80021, United States of America","(39.9061023, -105.0965366, 0.0)",39.9061023,-105.0965366,0.0
420,2013,1985,40950.0,FORPROFIT,40950.0,OTHER,USDA Food Atlas 2012,,Restr srvg local produce for immediate consumption; LA/LI area,NONRETAIL,,,,,400 East 20th Avenue,,"Denver,",CO,80205.0,,8031002601.0,"400 East 20th Avenue,Denver,,CO,80205","400, East 20th Avenue, Clement, Denver, Denver County, Colorado, 80205, United States of America","(39.74739475, -104.98196629779665, 0.0)",39.74739475,-104.98196629779665,0.0
421,2013,1985,5210.0,FORPROFIT,5210.0,OTHER,USDA Food Atlas 2012,,Restr and retail srvg local produce for immediate consumption; distribution; LA/LI area,RETAIL,,,,,379 Main Street,,Longmont,CO,80501.0,,,"379 Main Street,Longmont,CO,80501","379, Main Street, Longmont Downtown, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.16529208163265, -105.10262140816326, 0.0)",40.16529208163265,-105.10262140816326,0.0
422,2013,1985,15400.0,FORPROFIT,15400.0,OTHER,USDA Food Atlas 2012,,Yogurt manf distrbt?g and retail. Promote consumption. LI/LA adjacent.,RETAIL,,,,,5604 Kendall Court,,Arvada,CO,80002.0,,,"5604 Kendall Court,Arvada,CO,80002","5604, Kendall Court, Arvada, Jefferson County, Colorado, 80002, United States of America","(39.79852, -105.06589830612245, 0.0)",39.79852,-105.06589830612245,0.0
423,2013,1985,25535.0,FORPROFIT,25535.0,OTHER,USDA Food Atlas 2012,,Food truck spec. in local veg and protein; promoting consumption where access is limited.,NONRETAIL,,,,,3760 South Peyton Highway,,"Colorado Springs,",CO,80930.0,,,"3760 South Peyton Highway,Colorado Springs,,CO,80930","3760, South Peyton Highway, El Paso County, Colorado, 80930, United States of America","(38.776603355469554, -104.46035782402946, 0.0)",38.776603355469554,-104.46035782402946,0.0
427,2013,1985,5210.0,FORPROFIT,5210.0,OTHER,USDA Food Atlas 2012,,Restr and retail srvg local produce for immediate consumption; distribution; LA/LI area,RETAIL,,,,,379 Main Street,,Longmont,CO,80501.0,,,"379 Main Street,Longmont,CO,80501","379, Main Street, Longmont Downtown, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.16529208163265, -105.10262140816326, 0.0)",40.16529208163265,-105.10262140816326,0.0
428,2013,1985,35804.0,FORPROFIT,35804.0,OTHER,USDA Food Atlas 2012,,Food truck spec. in local veg and protein; promoting consumption where access is limited.,NONRETAIL,,,,,3760 South Peyton Highway,,Colorado Springs,CO,80930.0,,,"3760 South Peyton Highway,Colorado Springs,CO,80930","3760, South Peyton Highway, El Paso County, Colorado, 80930, United States of America","(38.776603355469554, -104.46035782402946, 0.0)",38.776603355469554,-104.46035782402946,0.0
431,2013,308,650000.0,NONPROFIT,650000.0,ERS,,,"Financing for Park Street Market, a full-service grocery store.",RETAIL,,,,,512 North Park Street,,Kalamazoo,MI,49007.0,,,"512 North Park Street,Kalamazoo,MI,49007","512, North Park Street, Milwood, Kalamazoo, Kalamazoo County, Michigan, 49007, United States of America","(42.29586456161137, -85.58731222163011, 0.0)",42.29586456161137,-85.58731222163011,0.0
432,2013,308,1000000.0,NONPROFIT,31400000.0,ERS,,,Relocation and expansion of the Flint Farmers Market to a new Health and Wellness District.,RETAIL,,,,,300 E. First Street,,Flint,MI,48502.0,,,"300 E. First Street,Flint,MI,48502","Flint Farmers Market, 300, East First Street, East Village Neighborhood, Flint, Genesee County, Michigan, 48502, United States of America","(43.01704795, -83.68702394728251, 0.0)",43.01704795,-83.68702394728251,0.0
433,2013,318,1050000.0,NONPROFIT,6855667.0,ERS,,,Nonprofit grocery store,RETAIL,,,,,3101 West 9th Street,,Chester,PA,19013.0,,42045405400.0,"3101 West 9th Street,Chester,PA,19013","Safinco, 3101, West 9th Street, Trainer, Delaware County, Pennsylvania, 19013, United States of America","(39.8341713, -75.3979497, 0.0)",39.8341713,-75.3979497,0.0
434,2013,1664,0.0,,0.0,TRF,Not Applicable,,Restaurant,RETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
435,2013,1664,155000.0,,155000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,7212 HAYNE BLVD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"7212 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0.0
436,2013,1664,345000.0,,345000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,7220 HAYNE BLVD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"7220 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0.0
437,2013,1664,500000.0,,500000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,2372 ST CLAUDE AVE,SUITE 110,NEW ORLEANS,LA,70117.0,,22071001800.0,"2372 ST CLAUDE AVE,NEW ORLEANS,LA,70117","New Orleans Healing Center, 2372, Saint Claude Avenue, French Market, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9686492, -90.0524517, 0.0)",29.9686492,-90.0524517,0.0
438,2013,1664,69740.5,,69740.53,TRF,Not Applicable,,Restaurant,RETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
440,2014,638,335000.0,FORPROFIT,360000.0,ERS,,,Natural Foods Store,RETAIL,,,,,336 Ludlow,,Cincinnati,OH,45220.0,,39061007100.0,"336 Ludlow,Cincinnati,OH,45220","336, Ludlow Avenue, Clifton Business District, Clifton, Cincinnati, Hamilton County, Ohio, 45220, United States of America","(39.143801714285715, -84.52088714285715, 0.0)",39.143801714285715,-84.52088714285715,0.0
441,2014,457,86000.0,FORPROFIT,86000.0,ERS,,,cattle farm,NONRETAIL,,,,,594 Windsor Road,,Cheshire,MA,1225.0,,25003923100.0,"594 Windsor Road,Cheshire,MA,1225","594, Windsor Road, Martin, Arnoldville, Cheshire, Berkshire County, Massachusetts, 01225, United States of America","(42.557221150000004, -73.13336409665663, 0.0)",42.557221150000004,-73.13336409665663,0.0
447,2014,457,450000.0,FORPROFIT,450000.0,ERS,,,cooperative natural foods grocery,RETAIL,,,,,330 North King Street,,Northampton,MA,1060.0,,25015821601.0,"330 North King Street,Northampton,MA,1060","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0.0
448,2014,457,10473.0,FORPROFIT,10473.0,ERS,,,vegetable farm in USDA food desert area,RETAIL,,,,,1089 North Pleasant Street,,Amherst,MA,1002.0,,25015820300.0,"1089 North Pleasant Street,Amherst,MA,1002","1089, North Pleasant Street, Pioneer Valley Cohousing, North Amherst, Amherst, Hampshire County, Massachusetts, 01002, United States of America","(42.407006274236174, -72.5298937217867, 0.0)",42.407006274236174,-72.5298937217867,0.0
449,2014,151,100000.0,FORPROFIT,1718000.0,ERS,,,Natural food coop,RETAIL,,,,,526 Gaffney Road,,Fairbanks,AK,99701.0,,2090000100.0,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202145308,-147.71643215408838,0.0
450,2014,151,126009.0,FORPROFIT,270000.0,ERS,,,Natural food coop,RETAIL,,,,,109 W. Baraga Ave.,,Marquette,MI,49855.0,4728.0,26103000300.0,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816285807,-87.39396524178517,0.0
451,2014,151,100000.0,FORPROFIT,1718000.0,ERS,,,Natural food coop,RETAIL,,,,,526 Gaffney Road,,Fairbanks,AK,99701.0,,2090000100.0,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202145308,-147.71643215408838,0.0
452,2014,151,224016.0,FORPROFIT,480000.0,ERS,,,Natural foods coop,RETAIL,,,,,109 W. Baraga Ave.,,Marquette,MI,49855.0,4728.0,26103000300.0,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816285807,-87.39396524178517,0.0
453,2013,1208,350000.0,OTHER,5600000.0,TRF,,,Grocery store in larger Food Hub project in St. Louis. Local produce from network of 200 farmers.,RETAIL,,,,,1935 Park Ave,,St. Louis,MO,63104.0,,29510122400.0,"1935 Park Ave,St. Louis,MO,63104","1935, Park Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61730254730442, -90.21258038186039, 0.0)",38.61730254730442,-90.21258038186039,0.0
454,2013,1208,200000.0,,200000.0,ERS,,,Summer food program for children during summer months.,NONRETAIL,,,,,2121 Spar Avenue,,Anchorage,AK,99501.0,,,"2121 Spar Avenue,Anchorage,AK,99501","2121, Spar Avenue, Wilson Village, Anchorage, Alaska, 99501, United States of America","(61.222550770856714, -149.84239612451333, 0.0)",61.222550770856714,-149.84239612451333,0.0
457,2013,1208,72156.5,,4051625.0,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449.0,,6079011700.0,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.62386599231839,0.0
458,2013,1208,14135.34,,4051625.0,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449.0,,6079011700.0,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.62386599231839,0.0
459,2014,2128,250000.0,FORPROFIT,500000.0,OTHER,Fresh Zone a NYC designation - http://maps.nyc.gov/doitt/nycitymap,,"250,000 LIIF for SandyRelief to cover expenses and loses due to Superstorm Sandy",RETAIL,,,,,2052 MOTT AVE,,FAR ROCKAWAY,NY,11691.0,,36081103202.0,"2052 MOTT AVE,FAR ROCKAWAY,NY,11691","Mott Avenue, Roy Reuther Houses, Far Rockaway, Queens County, New York, 11691, United States of America","(40.606029, -73.758773, 0.0)",40.606029,-73.758773,0.0
460,2014,2128,2232000.0,FORPROFIT,2823698.0,OTHER,The Food Trust,,Renovation of existing supermarket,RETAIL,,,,,307 Gifford St,,Syracuse,NY,13204.0,,36067004000.0,"307 Gifford St,Syracuse,NY,13204","307, Gifford Street, Near Westside, Syracuse, Onondaga County, New York, 13204, United States of America","(43.04332564579455, -76.15911150168577, 0.0)",43.04332564579455,-76.15911150168577,0.0
461,2014,2128,3630002.0,FORPROFIT,5006906.0,OTHER,The Food Trust,,"$3,845,000 to acquire and expand an existing building for a supermarket",RETAIL,,,,,300 SAND LN,,STATEN ISLAND,NY,10305.0,,36085007000.0,"300 SAND LN,STATEN ISLAND,NY,10305","Vanderbilt at South Beach, 300, Sand Lane, South Beach, Todt Hill, Staten Island, Richmond County, New York, 10305, United States of America","(40.589199699999995, -74.06644899182196, 0.0)",40.589199699999995,-74.06644899182196,0.0
462,2014,2128,1500000.0,FORPROFIT,18900000.0,TRF,,,Healthy Food Hub,RETAIL,,,,,300 N BROAD ST,,NEW ORLEANS,LA,70119.0,,22071004900.0,"300 N BROAD ST,NEW ORLEANS,LA,70119","Whole Foods Market, 300, North Broad Street, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96718, -90.0844933, 0.0)",29.96718,-90.0844933,0.0
463,2012,1208,72156.5,,4051625.0,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449.0,,6079011700.0,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.62386599231839,0.0
465,2012,1208,14135.34,,4051625.0,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449.0,,6079011700.0,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.62386599231839,0.0
466,2012,1208,350000.0,,5600000.0,TRF,See description,,Grocery store in larger Food Hub project in St. Louis. Local produce from network of 200 farmers.,RETAIL,,,,,1935 Park Ave,,St. Louis,MO,63104.0,,29510122400.0,"1935 Park Ave,St. Louis,MO,63104","1935, Park Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61730254730442, -90.21258038186039, 0.0)",38.61730254730442,-90.21258038186039,0.0
467,2012,1208,200000.0,,200000.0,ERS,,,Summer food program for children during summer months.,NONRETAIL,,,,,2121 Spar Ave,,Anchorage,AK,99501.0,,2020000600.0,"2121 Spar Ave,Anchorage,AK,99501","2121, Spar Avenue, Wilson Village, Anchorage, Alaska, 99501, United States of America","(61.222550770856714, -149.84239612451333, 0.0)",61.222550770856714,-149.84239612451333,0.0
468,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4710 South Broadway Avenue,,Los Angeles,CA,90037.0,,,"4710 South Broadway Avenue,Los Angeles,CA,90037","South Broadway Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90732, United States of America","(33.7383755, -118.308643, 0.0)",33.7383755,-118.308643,0.0
469,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4373 South Vermont Avenue,,Los Angeles,CA,90037.0,,,"4373 South Vermont Avenue,Los Angeles,CA,90037","South Vermont Avenue, Wildasin, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044-3530, United States of America","(33.9729469, -118.2915726, 0.0)",33.9729469,-118.2915726,0.0
470,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt,RETAIL,,,,,701 E. Jefferson Blvd,,Los Angeles,CA,90011.0,,6037226700.0,"701 E. Jefferson Blvd,Los Angeles,CA,90011","701, East Jefferson Boulevard, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States of America","(34.015389, -118.265075, 0.0)",34.015389,-118.265075,0.0
471,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,1309 South Alvarado Street,,Los Angeles,CA,90006.0,,6037224310.0,"1309 South Alvarado Street,Los Angeles,CA,90006","1309, Alvarado Street, Alvarado Terrace Historic District, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States of America","(34.046970157894734, -118.28298921052632, 0.0)",34.046970157894734,-118.28298921052632,0.0
472,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,9127 South Figueroa Street,,Los Angeles,CA,90003.0,,,"9127 South Figueroa Street,Los Angeles,CA,90003","South Figueroa Street, Vermont Vista, Los Angeles, Los Angeles County, California, 90745, United States of America","(33.9600377, -118.2827169, 0.0)",33.9600377,-118.2827169,0.0
473,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,310 East Manchester Avenue,,Los Angeles,CA,90003.0,,,"310 East Manchester Avenue,Los Angeles,CA,90003","310, East Manchester Avenue, Green Meadows, Los Angeles, Los Angeles County, California, 90003, United States of America","(33.96002761224489, -118.26922424489796, 0.0)",33.96002761224489,-118.26922424489796,0.0
474,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,2214 South San Pedro Street,,Los Angeles,CA,90011.0,,,"2214 South San Pedro Street,Los Angeles,CA,90011","2214, San Pedro Street, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States of America","(34.02466057142857, -118.25922442857143, 0.0)",34.02466057142857,-118.25922442857143,0.0
475,2012,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,500 South Pacific Avenue,,San Pedro,CA,90731.0,,,"500 South Pacific Avenue,San Pedro,CA,90731","South Pacific Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States of America","(33.7432902, -118.287881, 0.0)",33.7432902,-118.287881,0.0
476,2013,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4710 South Broadway Avenue,,Los Angeles,CA,90037.0,,,"4710 South Broadway Avenue,Los Angeles,CA,90037","South Broadway Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90732, United States of America","(33.7383755, -118.308643, 0.0)",33.7383755,-118.308643,0.0
477,2013,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4373 South Vermont Avenue,,Los Angeles,CA,90037.0,,,"4373 South Vermont Avenue,Los Angeles,CA,90037","South Vermont Avenue, Wildasin, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044-3530, United States of America","(33.9729469, -118.2915726, 0.0)",33.9729469,-118.2915726,0.0
478,2013,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt,RETAIL,,,,,701 E. Jefferson Blvd,,Los Angeles,CA,90011.0,,6037226700.0,"701 E. Jefferson Blvd,Los Angeles,CA,90011","701, East Jefferson Boulevard, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States of America","(34.015389, -118.265075, 0.0)",34.015389,-118.265075,0.0
479,2013,1208,1500000.0,,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,1309 South Alvarado Street,,Los Angeles,CA,90006.0,,6037224310.0,"1309 South Alvarado Street,Los Angeles,CA,90006","1309, Alvarado Street, Alvarado Terrace Historic District, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States of America","(34.046970157894734, -118.28298921052632, 0.0)",34.046970157894734,-118.28298921052632,0.0
